mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,sample_size,.metric,.estimator,mean,n,std_err,.config
5,981,38,7,0.0035602243895922394,2.369580039302661e-5,0.8731332789990119,mae,standard,1.4083595802560473,5,0.0034177123856598732,pre0_mod01_post0
5,981,38,7,0.0035602243895922394,2.369580039302661e-5,0.8731332789990119,rmse,standard,1.8401664865289453,5,0.003247570373512208,pre0_mod01_post0
5,981,38,7,0.0035602243895922394,2.369580039302661e-5,0.8731332789990119,rsq,standard,0.6228793806604946,5,0.001760373697167927,pre0_mod01_post0
6,715,34,6,0.0028863511754520436,1.0337319376446679e-5,0.7417042023851537,mae,standard,1.5307551200908922,5,0.0031902841748309573,pre0_mod02_post0
6,715,34,6,0.0028863511754520436,1.0337319376446679e-5,0.7417042023851537,rmse,standard,1.9664683035455732,5,0.0034799204719664456,pre0_mod02_post0
6,715,34,6,0.0028863511754520436,1.0337319376446679e-5,0.7417042023851537,rsq,standard,0.6006629486439471,5,0.0021628240067974973,pre0_mod02_post0
7,1044,36,4,0.010287595596054522,31.57064158926484,0.6722664507920854,mae,standard,1.418803291861411,5,0.003249492946121349,pre0_mod03_post0
7,1044,36,4,0.010287595596054522,31.57064158926484,0.6722664507920854,rmse,standard,1.8522754292469148,5,0.0033306642363537635,pre0_mod03_post0
7,1044,36,4,0.010287595596054522,31.57064158926484,0.6722664507920854,rsq,standard,0.6163954892289765,5,0.0018614715549398306,pre0_mod03_post0
8,1619,16,4,0.056518168465051866,44.95092506557508,0.5144301690122423,mae,standard,1.394507520190234,5,0.0033527279629358194,pre0_mod04_post0
8,1619,16,4,0.056518168465051866,44.95092506557508,0.5144301690122423,rmse,standard,1.8291231106876913,5,0.0032174753607508875,pre0_mod04_post0
8,1619,16,4,0.056518168465051866,44.95092506557508,0.5144301690122423,rsq,standard,0.6232856068426247,5,0.0018113728532855354,pre0_mod04_post0
10,1241,33,9,0.03139977659626229,5.331933616172261e-4,0.5838438880241786,mae,standard,1.3585317707397309,5,0.004456270362856826,pre0_mod05_post0
10,1241,33,9,0.03139977659626229,5.331933616172261e-4,0.5838438880241786,rmse,standard,1.7920995059917577,5,0.0037988128364152014,pre0_mod05_post0
10,1241,33,9,0.03139977659626229,5.331933616172261e-4,0.5838438880241786,rsq,standard,0.636872043280387,5,0.0017684341453200517,pre0_mod05_post0
12,497,6,6,0.020780298455477048,2.0865988880119384e-4,0.8468661141620639,mae,standard,1.3665820505351998,5,0.0041307964821192455,pre0_mod06_post0
12,497,6,6,0.020780298455477048,2.0865988880119384e-4,0.8468661141620639,rmse,standard,1.8006469136900616,5,0.0035498343230310606,pre0_mod06_post0
12,497,6,6,0.020780298455477048,2.0865988880119384e-4,0.8468661141620639,rsq,standard,0.6336195430518241,5,0.0016646349903347863,pre0_mod06_post0
14,929,25,3,0.009145436177987748,0.2158148077484522,0.5629386657848954,mae,standard,1.5220855935102817,5,0.003227176722130416,pre0_mod07_post0
14,929,25,3,0.009145436177987748,0.2158148077484522,0.5629386657848954,rmse,standard,1.958575108114857,5,0.0037446741705043653,pre0_mod07_post0
