mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,sample_size,.metric,.estimator,mean,n,std_err,.config
13,1254,7,9,0.05040914435122069,1.17991958442568,0.8129904817801434,mae,standard,1.3804123277281497,10,0.0034601931478065243,pre0_mod024_post0
13,1254,7,9,0.05040914435122069,1.17991958442568,0.8129904817801434,rmse,standard,1.8207233783213108,10,0.005026549946661584,pre0_mod024_post0
13,1254,7,9,0.05040914435122069,1.17991958442568,0.8129904817801434,rsq,standard,0.6251947751429826,10,0.0022043557340832433,pre0_mod024_post0
17,1040,10,8,0.05413855436292775,7.963634588762434e-5,0.9363009011489339,mae,standard,1.3803038331578072,10,0.0034750399425557852,pre0_mod034_post0
17,1040,10,8,0.05413855436292775,7.963634588762434e-5,0.9363009011489339,rmse,standard,1.8206446110340597,10,0.0050119339090995635,pre0_mod034_post0
17,1040,10,8,0.05413855436292775,7.963634588762434e-5,0.9363009011489339,rsq,standard,0.6252275216489421,10,0.002197257340176862,pre0_mod034_post0
17,1175,22,10,0.07795742260012327,0.021857926837431044,0.6173916452738922,mae,standard,1.38032078980983,10,0.003455143442202611,pre0_mod035_post0
17,1175,22,10,0.07795742260012327,0.021857926837431044,0.6173916452738922,rmse,standard,1.8207025995040957,10,0.005022438867072868,pre0_mod035_post0
17,1175,22,10,0.07795742260012327,0.021857926837431044,0.6173916452738922,rsq,standard,0.6252049377885006,10,0.002199552343416149,pre0_mod035_post0
19,1315,25,8,0.07266285656877539,0.017388169756854595,0.6482136325375177,mae,standard,1.3804260754784727,10,0.003464681158532109,pre0_mod038_post0
19,1315,25,8,0.07266285656877539,0.017388169756854595,0.6482136325375177,rmse,standard,1.8206596891925009,10,0.005019535455832774,pre0_mod038_post0
19,1315,25,8,0.07266285656877539,0.017388169756854595,0.6482136325375177,rsq,standard,0.6252206567647693,10,0.0022052978891209593,pre0_mod038_post0
24,1143,20,9,0.08628543809170962,0.16725851200011874,0.8341132371185813,mae,standard,1.3802994361022909,10,0.0034565108355751185,pre0_mod051_post0
24,1143,20,9,0.08628543809170962,0.16725851200011874,0.8341132371185813,rmse,standard,1.8206570482078008,10,0.004993018195780385,pre0_mod051_post0
24,1143,20,9,0.08628543809170962,0.16725851200011874,0.8341132371185813,rsq,standard,0.6252242382763881,10,0.0021915424732355656,pre0_mod051_post0
24,1388,17,10,0.01913537685255226,0.058937928053491115,0.9417781293625012,mae,standard,1.3803152953445013,10,0.003470050397932318,pre0_mod052_post0
24,1388,17,10,0.01913537685255226,0.058937928053491115,0.9417781293625012,rmse,standard,1.8206528671173088,10,0.005014284269681386,pre0_mod052_post0
24,1388,17,10,0.01913537685255226,0.058937928053491115,0.9417781293625012,rsq,standard,0.6252249373385171,10,0.0021985234073183834,pre0_mod052_post0
28,976,38,10,0.042049820543283156,0.03900627014794098,0.8375795597524848,mae,standard,1.3803176596100901,10,0.003476825476979334,pre0_mod060_post0
28,976,38,10,0.042049820543283156,0.03900627014794098,0.8375795597524848,rmse,standard,1.8206538439386049,10,0.005016633071970912,pre0_mod060_post0
28,976,38,10,0.042049820543283156,0.03900627014794098,0.8375795597524848,rsq,standard,0.6252234495325804,10,0.002198686301584944,pre0_mod060_post0
33,934,27,10,0.07151437731705054,2.263753623862933e-4,0.5446328230050859,mae,standard,1.3803680049501368,10,0.003499906999981272,pre0_mod072_post0
33,934,27,10,0.07151437731705054,2.263753623862933e-4,0.5446328230050859,rmse,standard,1.8206678920110428,10,0.005032387518125224,pre0_mod072_post0
33,934,27,10,0.07151437731705054,2.263753623862933e-4,0.5446328230050859,rsq,standard,0.6252180383953092,10,0.002203072113535014,pre0_mod072_post0
43,1479,33,9,0.05689245737841321,0.007393075046726682,0.5337895980034955,mae,standard,1.380358426506081,10,0.0034850034419309354,pre0_mod096_post0
43,1479,33,9,0.05689245737841321,0.007393075046726682,0.5337895980034955,rmse,standard,1.8206519840353583,10,0.005035762973257918,pre0_mod096_post0
43,1479,33,9,0.05689245737841321,0.007393075046726682,0.5337895980034955,rsq,standard,0.6252263624839315,10,0.0022057377676984315,pre0_mod096_post0
