Variable,Importance
latitude,0.29913116258287287
longitude,0.22081987410427859
year,0.11951814634179057
om_pct,0.09706097174820791
soilk_ppm,0.07222769859689711
soilp_ppm,0.07064011805299877
soilp_h,0.04839246137888855
previous_crop_Soybean,0.03475921055784094
site_DEH1,0.017310072411414065
previous_crop_Corn,0.009053756364612161
previous_crop_Wheat,0.0048275601490787535
site_IAH4,0.003936352184827956
site_IAH1,0.0014051669601253282
site_WIH2,9.174485661664136e-4
